sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.0196;1.4024;8.4337;-33.37;25.19;6.06;54.36;-9.44;1.4;87.8;80.0;4.059;12;2014-02-02 12:54:35:857
0.2354;1.52;10.0028;-34.25;25.63;6.56;54.21;-9.45;-1.22;87.8;80.0;4.059;225;2014-02-02 12:54:36:070
-0.0392;1.5691;11.3953;-36.12;24.88;7.38;56.48;-7.67;0.0;87.8;80.0;4.059;438;2014-02-02 12:54:36:283
-0.9022;1.2651;8.5906;-36.87;24.56;6.75;57.11;-7.21;1.39;87.8;80.0;4.059;639;2014-02-02 12:54:36:484
-0.9022;1.8829;8.9241;-37.19;24.38;6.31;59.68;-12.48;5.96;87.8;80.0;4.059;840;2014-02-02 12:54:36:685
0.0785;1.726;11.258;-38.0;23.94;5.25;59.13;-8.74;4.41;87.8;80.0;4.059;1041;2014-02-02 12:54:36:886
-0.1471;1.4416;8.4631;-38.69;22.69;4.88;60.37;-7.05;0.92;87.8;80.0;4.059;1241;2014-02-02 12:54:37:086
-1.1474;1.4416;11.6111;-39.12;21.81;4.94;61.79;-8.53;1.93;87.8;80.0;4.059;1449;2014-02-02 12:54:37:294
-1.1964;1.3631;9.8067;-40.87;20.88;4.69;63.33;-7.04;5.88;87.8;80.0;4.059;1650;2014-02-02 12:54:37:495
-1.1376;1.0787;7.7276;-40.81;20.0;4.31;65.19;-7.74;8.15;87.8;80.0;4.059;1850;2014-02-02 12:54:37:695
-1.1964;1.4514;11.0227;-40.69;20.69;3.75;63.77;-6.77;5.83;87.8;80.0;4.059;2051;2014-02-02 12:54:37:896
-0.9218;1.216;9.6105;-40.56;21.88;2.69;62.65;-7.11;6.19;87.8;80.0;4.059;2252;2014-02-02 12:54:38:097
-0.8434;1.2847;8.8848;-40.37;21.94;2.13;61.97;-7.23;5.52;87.8;80.0;4.059;2456;2014-02-02 12:54:38:301
-0.9022;1.216;10.7579;-40.0;21.13;2.13;63.26;-8.19;5.42;87.8;80.0;4.059;2663;2014-02-02 12:54:38:508
-1.5495;1.1278;9.689;-39.62;20.25;1.56;64.1;-6.43;4.79;87.8;80.0;4.059;2867;2014-02-02 12:54:38:712
-1.4906;1.2258;8.7966;-40.25;19.88;0.75;64.36;-7.39;9.74;87.8;80.0;4.059;3075;2014-02-02 12:54:38:920
-0.3138;1.3827;10.7775;-40.75;22.25;-0.62;63.82;-7.82;9.62;87.8;80.0;4.059;3279;2014-02-02 12:54:39:124
-0.4903;1.3925;10.1891;-41.87;23.13;-1.19;60.94;-7.31;1.67;87.8;80.0;4.059;3490;2014-02-02 12:54:39:335
-0.4217;1.6181;8.826;-44.0;22.5;-1.31;62.23;-7.77;2.76;87.8;80.0;4.059;3690;2014-02-02 12:54:39:535
-0.4609;1.7848;10.905;-46.12;21.69;-1.0;64.53;-10.38;2.74;87.8;80.0;4.059;3890;2014-02-02 12:54:39:735
-1.216;1.7358;12.1897;-48.12;20.38;-1.69;66.41;-8.31;3.45;87.8;80.0;4.059;4091;2014-02-02 12:54:39:936
-0.912;1.4808;8.316;-49.06;20.31;-2.94;68.54;-9.2;7.04;87.8;80.0;4.059;4291;2014-02-02 12:54:40:136
