sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.4217;4.668;9.8851;9.81;-80.81;9.38;187.71;-23.98;3.19;86.0;50.0;3.766;2610;2014-01-15 20:34:28:775
-1.6083;4.2757;10.0028;8.81;-79.12;9.13;186.98;-20.48;3.5;86.0;50.0;3.766;2819;2014-01-15 20:34:28:984
-0.5492;3.2166;7.6884;7.94;-78.44;8.38;187.02;-21.75;9.55;86.0;50.0;3.766;3020;2014-01-15 20:34:29:185
-0.4021;3.5794;10.1205;7.19;-77.25;7.44;186.43;-20.43;3.97;86.0;50.0;3.766;3220;2014-01-15 20:34:29:385
-0.4021;3.5794;11.1796;6.5;-75.87;7.38;185.49;-17.74;2.06;86.0;50.0;3.766;3421;2014-01-15 20:34:29:586
-0.0686;3.5794;8.0022;6.31;-75.37;7.19;184.94;-25.2;0.98;86.0;50.0;3.766;3622;2014-01-15 20:34:29:787
-0.0196;3.6187;9.8067;5.63;-73.87;7.38;184.78;-23.1;0.0;86.0;50.0;3.766;3822;2014-01-15 20:34:29:987
-0.5688;4.2365;10.1597;3.06;-72.5;8.44;182.73;-25.75;1.82;86.0;50.0;3.766;4025;2014-01-15 20:34:30:190
-0.8532;3.9619;8.3945;0.06;-72.94;9.63;182.02;-22.6;3.2;86.0;50.0;3.766;4226;2014-01-15 20:34:30:391
-0.4903;3.3146;11.1404;-2.37;-72.44;10.88;179.88;-23.71;4.87;86.0;50.0;3.766;4435;2014-01-15 20:34:30:600
0.1569;3.3146;10.0028;-3.56;-71.69;11.31;177.5;-16.5;-0.8;86.0;50.0;3.766;4639;2014-01-15 20:34:30:804
0.2648;3.0793;8.3553;-4.0;-70.87;11.56;176.54;-19.92;-1.38;86.0;50.0;3.766;4840;2014-01-15 20:34:31:005
0.4805;3.1283;9.0221;-3.69;-69.44;11.38;176.14;-20.69;-3.38;86.0;50.0;3.766;5041;2014-01-15 20:34:31:206
-0.6472;3.3539;10.7481;-3.44;-68.12;11.75;177.29;-21.57;-1.2;86.0;50.0;3.766;5241;2014-01-15 20:34:31:406
-0.5296;3.4225;9.4144;-4.0;-67.81;12.38;177.27;-17.3;3.45;86.0;50.0;3.766;5441;2014-01-15 20:34:31:606
-0.1765;3.295;9.5321;-6.31;-68.19;14.44;175.67;-19.17;3.14;86.0;50.0;3.766;5643;2014-01-15 20:34:31:808
-0.0686;3.3735;11.0031;-8.0;-67.81;15.5;174.36;-18.85;0.64;86.0;50.0;3.766;5845;2014-01-15 20:34:32:010
-0.0098;3.1185;8.6299;-9.0;-67.81;16.5;172.63;-19.5;0.06;86.0;50.0;3.766;6045;2014-01-15 20:34:32:210
-0.049;2.8733;9.4928;-9.81;-67.69;17.13;171.86;-19.44;0.07;86.0;50.0;3.766;6255;2014-01-15 20:34:32:420
-0.5394;3.2166;11.9641;-10.94;-67.0;18.56;172.3;-14.6;1.5;86.0;50.0;3.766;6462;2014-01-15 20:34:32:627
-0.2452;3.1577;7.2569;-12.0;-67.06;19.81;170.93;-15.03;2.58;86.0;50.0;3.766;6664;2014-01-15 20:34:32:829
-0.2452;3.4225;11.6111;-12.06;-67.12;20.19;171.2;-20.7;3.28;86.0;50.0;3.766;6866;2014-01-15 20:34:33:031
-0.0588;3.6285;9.1398;-12.31;-66.87;21.38;170.66;-16.42;1.21;86.0;50.0;3.766;7066;2014-01-15 20:34:33:231
0.0;2.9126;7.6688;-12.87;-67.56;22.44;169.66;-20.62;0.38;86.0;50.0;3.766;7270;2014-01-15 20:34:33:435
-0.7845;4.4718;11.0227;-13.12;-67.56;22.75;169.64;-16.73;-0.29;86.0;50.0;3.766;7473;2014-01-15 20:34:33:638
-0.608;3.7069;9.5713;-14.5;-68.0;24.25;170.24;-21.13;3.63;86.0;50.0;3.766;7674;2014-01-15 20:34:33:839
-0.5099;3.3637;7.8845;-14.62;-68.37;24.75;169.29;-22.58;2.84;86.0;50.0;3.766;7875;2014-01-15 20:34:34:040
