ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),Temperature (F),Level (%),Voltage (Volt),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.1569,3.9227,8.3945,9.94,-38.31,25.63,188.72,-28.96,-1.85,86,100,4.245,62,2014-01-19 13:12:40:637
-0.0686,4.158,11.768,12,-38.31,24.81,194.34,-25.04,-1.07,86,100,4.245,266,2014-01-19 13:12:40:841
-0.1177,4.158,8.5122,17.19,-40.19,21.94,199.71,-19.46,0.33,86,100,4.245,467,2014-01-19 13:12:41:042
-0.2746,3.4519,8.826,19.5,-41.19,21.56,201.6,-25.69,0.93,86,100,4.245,668,2014-01-19 13:12:41:243
0.0981,4.4326,11.0815,20.44,-41.31,21.13,204.34,-19.89,1.62,86,100,4.245,868,2014-01-19 13:12:41:443
0.2844,3.4225,8.0316,23.81,-41,21.13,206.41,-21.8,-0.51,86,100,4.245,1069,2014-01-19 13:12:41:644
0.1471,3.4716,12.7486,26.63,-41.12,20.81,207.64,-23.07,-2.03,86,100,4.245,1278,2014-01-19 13:12:41:853
-0.1863,3.0989,9.3359,28.38,-41,20.88,211.57,-15.23,-0.66,86,100,4.245,1478,2014-01-19 13:12:42:053
-0.1177,3.6481,9.4928,33.06,-44,22.38,214.3,-18.36,1.14,86,100,4.245,1679,2014-01-19 13:12:42:254
0.2256,4.0501,10.4049,34.38,-45.81,22.81,213.89,-21.02,0.71,86,100,4.245,1884,2014-01-19 13:12:42:459
0.0981,3.9423,8.2376,38.06,-48.37,23.75,214.89,-21.26,-1.24,86,100,4.245,2085,2014-01-19 13:12:42:660
0.049,3.9227,8.5122,43.44,-49.5,25.81,217.68,-24.74,-0.33,86,100,4.245,2295,2014-01-19 13:12:42:870
-0.1079,4.7464,11.3365,47.25,-48.75,26,220.63,-22.72,0.55,86,100,4.245,2514,2014-01-19 13:12:43:089
-0.1079,3.6481,7.2177,50.38,-48.5,26,222.89,-26.81,0.86,86,100,4.245,2715,2014-01-19 13:12:43:290
-0.2844,3.8344,9.7282,54.44,-48.06,25.38,225.78,-21.5,1.67,86,100,4.245,2916,2014-01-19 13:12:43:491
-0.559,4.3738,10.5912,58.06,-46.62,24.44,229.01,-22.41,3.02,86,100,4.245,3119,2014-01-19 13:12:43:694
-0.608,4.3149,7.61,60.19,-45.31,26.06,231.3,-29.48,4.57,86,100,4.245,3340,2014-01-19 13:12:43:915
-0.559,4.4228,10.8658,63.25,-44.75,27.25,232.1,-26.1,3.92,86,100,4.245,3541,2014-01-19 13:12:44:116
-0.7649,4.8445,8.1984,65.5,-45.87,28.31,232.96,-26.15,4.49,86,100,4.245,3741,2014-01-19 13:12:44:316
-0.7649,4.8445,8.1984,65.5,-45.87,28.31,232.96,-26.15,4.49,86,100,4.245,3741,2014-01-19 13:12:44:316
